"Seller Group","Supplier","Date","Reference","Customer code","Customer name","Physical_Address1","Physical_Address2","Physical_Address3","Physical_Address4","Deliver1","Deliver2","Deliver3","Deliver4","Telephone","Product code","Product description","Quantity","Value","Rep"
"ALL Other","Foxi Snax",28/01/2026,"CRN23867","P3438","CANDY KIDZ (PTY) LTD","MEGA STORE (30 D - C - I)(15%)","P.O. Box 4251","Polokwane","0700","37 Silicon Street","Ladine","Polokwane","0699","015 297 6145/6","FN004","Foxi Nax Salt Vinegar 50x22g",-2,-132,31
"Sasol","Sweets",28/01/2026,"CRN23868","P2454","NDOUVHADA SERVICE STATION (Pty) Ltd T/a","SASOL MATOKS (CAD)","P.O. Box 1180","Dwarsriver,Polokwane","0812","De Farm De Kafter's Drift Siols","Matoks","Makhado","","015 527 5012","B012866","Maynards Mini Babies Disp. 24x60g NEW",0,-67,15
"ALL Other","Squeeze Mee",28/01/2026,"IN-431582","P3694","SNACK A JUICE (30 DAE STAAT)","P.O.BOX 11557","ASTON MANOR","","","252 RUDO NELL STR","HUGHES PARK","BOKSBURG","","011 823 5254","SQ001","Squeeze-Mee Chocolate 40x130ml",60,13286.40,31
"ALL Other","Squeeze Mee",28/01/2026,"IN-431582","P3694","SNACK A JUICE (30 DAE STAAT)","P.O.BOX 11557","ASTON MANOR","","","252 RUDO NELL STR","HUGHES PARK","BOKSBURG","","011 823 5254","SQ002","Squeeze-Mee Strawberry 40x130ml",60,13286.40,31
"ALL Other","Squeeze Mee",28/01/2026,"IN-431582","P3694","SNACK A JUICE (30 DAE STAAT)","P.O.BOX 11557","ASTON MANOR","","","252 RUDO NELL STR","HUGHES PARK","BOKSBURG","","011 823 5254","SQ003","Squeeze-Mee Bubblegum 40x130ml",40,8857.60,31
"ALL Other","Squeeze Mee",28/01/2026,"IN-431582","P3694","SNACK A JUICE (30 DAE STAAT)","P.O.BOX 11557","ASTON MANOR","","","252 RUDO NELL STR","HUGHES PARK","BOKSBURG","","011 823 5254","SQ004","Squeeze-Mee Vanilla 40x130ml",60,13286.40,31
"ALL Other","Squeeze Mee",28/01/2026,"IN-431582","P3694","SNACK A JUICE (30 DAE STAAT)","P.O.BOX 11557","ASTON MANOR","","","252 RUDO NELL STR","HUGHES PARK","BOKSBURG","","011 823 5254","SQ011","Squeeze-Mee Tof/Car 40x130ml",60,13286.40,31
"ALL Other","Novelties",28/01/2026,"IN-431583","S96","THEO COETZEE","","","","","","","","","066 296 4861","CP48","Crazy Pops Small  Box 48",4,136,30
"ALL Other","Waterberg NEW",28/01/2026,"IN-431584","P1228","PROMOTION & EVENTS","Posbus 5985","","Polokwane","0700","110 River Street","Ladine","Polokwane","0699","015 293 0704/5","WBNEW1.5L","W/B Spring Water Still 12x1,5L",1,0,31
"ALL Other","Snack a Juice",28/01/2026,"IN-431585","P3886","CHRIS  BRITS TRUST T/A KING PIE (CAD)","SHOP 60A KING PIE TUBATSE CROSSING","NORTH EAST CBR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","SHOP 60A  TUBATSE CROSSING","NORTH EAST CNR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","076 9999159 themba","SJ202","Snack a Juice C/Tail S/C 100% 24x500ml",1,354.24,17
"ALL Other","Snack a Juice",28/01/2026,"IN-431585","P3886","CHRIS  BRITS TRUST T/A KING PIE (CAD)","SHOP 60A KING PIE TUBATSE CROSSING","NORTH EAST CBR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","SHOP 60A  TUBATSE CROSSING","NORTH EAST CNR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","076 9999159 themba","SJ205","Snack a Juice Guava S/C 20% 24x500ml",1,354.24,17
"ALL Other","Snack a Juice",28/01/2026,"IN-431585","P3886","CHRIS  BRITS TRUST T/A KING PIE (CAD)","SHOP 60A KING PIE TUBATSE CROSSING","NORTH EAST CBR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","SHOP 60A  TUBATSE CROSSING","NORTH EAST CNR NR37/R555","DIRK WINTERBACH STREET","BURGERSFORT","076 9999159 themba","SJ209","Snack a Juice Breakfast Punch 100% 24x500ml",1,354.24,17
"OK","Bromor Foods",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","BR011","Oros Orange  24X300ML",1,110.61,17
"OK","Bromor Foods",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","BR021","Oros  Apple Berry 24X300ML",1,110.61,17
"OK","Foxi Snax",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","FNP005","Foxi Puffs Sweet Chilli 20x50g",1,85.65,17
"OK","Frimax",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","FRIM011","Frimax PC Smoked Beef 24x125g",1,326.61,17
"OK","Mageu",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","MA001","Mageu  Banana 10x500ml",1,114.76,17
"OK","Mageu",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","MA004","Mageu  Mabele  10x500ml",1,114.76,17
"OK","Mageu",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","MA013","Mageu  Mabele 10x1lt",2,296.46,17
"OK","The Beverage Co",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","P860501","Pepsi Cola 12x330ml",4,284,17
"OK","Aquelle",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU201","aQuelle Still 6x500ml",10,326,17
"OK","Aquelle",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU202","aQuelle Sparkling 6x500ml",5,163,17
"OK","Aquelle",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU301","aQuelle Still 6x750ml",5,252,17
"OK","Aquelle",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU601","aQuelle Litchi 6x500ml",3,126,17
"OK","Aquelle",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU602","aQuelle Naartjie 6x500ml",4,168,17
"OK","Aquelle",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU603","aQuelle Strawberry 6x500ml",3,126,17
"OK","Aquelle",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU604","aQuelle Lemon 6x500ml",3,126,17
"OK","Aquelle",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU605","aQuelle Granadilla 6x500ml",3,126,17
"OK","Aquelle",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU606","aQuelle Pineapple 6x500ml",3,126,17
"OK","Aquelle",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU610","aQuelle Apple 6x500ml",4,168,17
"OK","Aquelle",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU702","aQuelle Naartjie 6x1.5lt",3,239.40,17
"OK","Aquelle",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU703","aQuelle Strawberry 6x1.5lt",3,239.40,17
"OK","Aquelle",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","QU709","aQuelle Honey Melon 6x1.5lt",3,239.40,17
"OK","Energy Drinks",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","SWI001","Switch Original 24x500ml",2,368.70,17
"OK","Energy Drinks",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","SWI008","Switch Bok Green Citrus Pine 24x500ml",1,184.35,17
"OK","Energy Drinks",28/01/2026,"IN-431586","P160","ENGEN Q TEMBA FILLING STATION  (7 D - I)","P.O. Box 1100","Steelpoort","1133","","Dirk Winterbach Street","","Burgersfort","1150","013 231 7566","SWI061","Switch Cola Float 24x500ml",1,184.35,17
"Total","Sweets",28/01/2026,"IN-431587","P2244","KGOTSONG ENTERPRISES  cc T/A","Kgotsong Filling Station (7D)","P.O. Box 6","Boyne","0728","","","LEBOWAGOMO (TOTAL)","0728","","B3156","Beacon Slab Hazel Heaven 12x80g",1,175.30,17
"Total","Sweets",28/01/2026,"IN-431587","P2244","KGOTSONG ENTERPRISES  cc T/A","Kgotsong Filling Station (7D)","P.O. Box 6","Boyne","0728","","","LEBOWAGOMO (TOTAL)","0728","","B3434","Black Cat Peanut Nougat Bar 40x56g",1,398.99,17
"Total","Sweets",28/01/2026,"IN-431587","P2244","KGOTSONG ENTERPRISES  cc T/A","Kgotsong Filling Station (7D)","P.O. Box 6","Boyne","0728","","","LEBOWAGOMO (TOTAL)","0728","","B3451","Black Cat Peanut Crunch Bar 40x48g",1,398.99,17
"Total","Diplomat",28/01/2026,"IN-431587","P2244","KGOTSONG ENTERPRISES  cc T/A","Kgotsong Filling Station (7D)","P.O. Box 6","Boyne","0728","","","LEBOWAGOMO (TOTAL)","0728","","C672215","Stimorol Infinity Mint 1x12",1,202.61,17
"Total","Diplomat",28/01/2026,"IN-431587","P2244","KGOTSONG ENTERPRISES  cc T/A","Kgotsong Filling Station (7D)","P.O. Box 6","Boyne","0728","","","LEBOWAGOMO (TOTAL)","0728","","C678176","Stimorol Infinity Trop 1x12",2,405.22,17
"Total","Diplomat",28/01/2026,"IN-431587","P2244","KGOTSONG ENTERPRISES  cc T/A","Kgotsong Filling Station (7D)","P.O. Box 6","Boyne","0728","","","LEBOWAGOMO (TOTAL)","0728","","C680588","Stimorol Infinity Berry Party 1x12",1,202.61,17
"Total","SG - Mars",28/01/2026,"IN-431587","P2244","KGOTSONG ENTERPRISES  cc T/A","Kgotsong Filling Station (7D)","P.O. Box 6","Boyne","0728","","","LEBOWAGOMO (TOTAL)","0728","","MAR101","Snickers Bars 24x50g",1,315.84,17
"Total","SG - Mars",28/01/2026,"IN-431587","P2244","KGOTSONG ENTERPRISES  cc T/A","Kgotsong Filling Station (7D)","P.O. Box 6","Boyne","0728","","","LEBOWAGOMO (TOTAL)","0728","","MAR103","Snickers Bar Twin Pack 24x (40gx2)",1,380.16,17
"Total","SG - Mars",28/01/2026,"IN-431587","P2244","KGOTSONG ENTERPRISES  cc T/A","Kgotsong Filling Station (7D)","P.O. Box 6","Boyne","0728","","","LEBOWAGOMO (TOTAL)","0728","","MAR201","Twix Bars 25x50g",1,329,17
"Total","SG - Mars",28/01/2026,"IN-431587","P2244","KGOTSONG ENTERPRISES  cc T/A","Kgotsong Filling Station (7D)","P.O. Box 6","Boyne","0728","","","LEBOWAGOMO (TOTAL)","0728","","MAR401","Mars Bars 24x51g",1,315.84,17
"Total","Biltong",28/01/2026,"IN-431587","P2244","KGOTSONG ENTERPRISES  cc T/A","Kgotsong Filling Station (7D)","P.O. Box 6","Boyne","0728","","","LEBOWAGOMO (TOTAL)","0728","","ZT107","Taki V/P Kudu Strips 20X60G",1,822.20,17
"Savemor","Nestle",28/01/2026,"IN-431588","P402","UNIVERSAL STATION ONE (PTY)LTD (3 D EFT)","PLOT14 PALMIETFONTEIN","POLOKWANE","","","PLOT 14 PALMIETFONTEIN","POLOKWANE","","","061 204 8841","NES001BAR","Nestle Bar One 24x21g",1,108,3
"ALL Other","Sweets",28/01/2026,"IN-431589","P3962","MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT","THE GREENERY","54 OOST STR","POLOKWANE","","THE GREENERY","54 OOST STREET","POLOKWANE","","072 221 8418","LOL10217","Lolilu Dream Berries 24x75g",1,218.40,1
"ALL Other","Sweets",28/01/2026,"IN-431589","P3962","MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT","THE GREENERY","54 OOST STR","POLOKWANE","","THE GREENERY","54 OOST STREET","POLOKWANE","","072 221 8418","LOL11054","Lolilu Spiralz Original 24x75g",1,244.33,1
"ALL Other","Sweets",28/01/2026,"IN-431589","P3962","MEATWORLD POLOKWANE (PTY)LTD 30D CURRENT","THE GREENERY","54 OOST STR","POLOKWANE","","THE GREENERY","54 OOST STREET","POLOKWANE","","072 221 8418","LOL11276","Lolilu Wands Original 24x75g",1,229.93,1
"ALL Other","Biltong",28/01/2026,"IN-431590","P3560","INZUBEX PTY LTD (7 DAYS EFT )","PO BOX 145","THORNHILL BENDOR","POLOKWANE","0884","CNR R37 ROAD AND BOTHAS HOEK","BURGERSFORT","","","015 298 8531","ZT200","Taki S/P Stokkies 20X40G",1,545.70,17
"ALL Other","Biltong",28/01/2026,"IN-431590","P3560","INZUBEX PTY LTD (7 DAYS EFT )","PO BOX 145","THORNHILL BENDOR","POLOKWANE","0884","CNR R37 ROAD AND BOTHAS HOEK","BURGERSFORT","","","015 298 8531","ZT201","Taki S/P Stokkies Chilli 20X40G",1,545.70,17
"Shell","Energy Drinks",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","DRA002","Dragon Energy Drinks 24x500ml",2,400,3
"Shell","Frimax",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","FRIM031","Frimax Prawn Bites 12x125g",1,229.56,3
"Shell","Waterberg",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","GO-WB5","W/Berg Still 1x5lt each",20,304.35,3
"Shell","Mageu",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","MA010","Mageu  Banana  10x1lt",1,148.23,3
"Shell","Mageu",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","MA013","Mageu  Mabele 10x1lt",1,148.23,3
"Shell","Aquelle",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","QU601","aQuelle Litchi 6x500ml",2,84,3
"Shell","Aquelle",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","QU602","aQuelle Naartjie 6x500ml",2,84,3
"Shell","Aquelle",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","QU603","aQuelle Strawberry 6x500ml",2,84,3
"Shell","Aquelle",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","QU604","aQuelle Lemon 6x500ml",2,84,3
"Shell","Aquelle",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","QU605","aQuelle Granadilla 6x500ml",2,84,3
"Shell","Aquelle",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","QU606","aQuelle Pineapple 6x500ml",2,84,3
"Shell","Aquelle",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","QU607","aQuelle Marula 6x500ml",2,84,3
"Shell","Aquelle",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","QU608","aQuelle Watermelon 6x500ml",2,84,3
"Shell","Aquelle",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","QU609","aQuelle Honey Melon 6x500ml",2,84,3
"Shell","Aquelle",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","QU610","aQuelle Apple 6x500ml",2,84,3
"Shell","Aquelle",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","QU702","aQuelle Naartjie 6x1.5lt",1,79.80,3
"Shell","Aquelle",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","QU703","aQuelle Strawberry 6x1.5lt",1,79.80,3
"Shell","Aquelle",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","QU705","aQuelle Granadilla 6x1.5lt",1,79.80,3
"Shell","Aquelle",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","QU706","aQuelle Pineapple 6x1.5lt",1,79.80,3
"Shell","Aquelle",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","QU708","aQuelle Watermelon 6x1.5lt",1,79.80,3
"Shell","Dairy Products",28/01/2026,"IN-431591","P2249","TABOO TRADING PTY LTD t/aTHE FARMYARD","FILLING STATION (14 D - I)","P.O Box  251","Ladanna,Polokwane","0704","1 School Road, Bendor","Next to Mall of the North","Polokwane","0699","015 296 1315","SQ202","SQ D/Thick 12x300ml Strawberry",1,134.78,3
